1H,1,2013/06/07 00:00:00,1,26.7,128,2,0.41,128,3,0.021,128,4,2.6,128,5,7.0,128,6,9.7,128,7,0.5,64,8,23.59,128,9,27.18,128,10,68.31,128,11,704.54,128,12,51.,128,13,33.,128,18,0.0,128,28,0.82,128,29,219.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:05:00,1,26.9,128,2,0.42,128,3,0.020,128,4,6.9,128,5,7.3,128,6,14.2,128,7,0.5,128,8,23.73,128,9,27.17,128,10,68.64,128,11,704.59,128,12,51.,128,13,32.,128,18,0.0,128,28,0.84,128,29,213.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:10:00,1,27.1,128,2,0.43,128,3,0.020,128,4,4.3,128,5,4.8,128,6,9.2,128,7,0.6,128,8,23.85,128,9,27.14,128,10,68.83,128,11,704.60,128,12,51.,128,13,33.,128,18,0.0,128,28,0.71,128,29,216.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:15:00,1,27.2,128,2,0.43,128,3,0.019,128,4,3.6,128,5,3.3,128,6,6.8,128,7,0.8,128,8,23.92,128,9,27.14,128,10,68.88,128,11,704.59,128,12,51.,128,13,33.,128,18,0.0,128,28,0.63,128,29,220.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:20:00,1,27.2,128,2,0.42,128,3,0.019,128,4,1.2,128,5,6.7,128,6,7.9,128,7,1.0,128,8,23.98,128,9,27.09,128,10,68.98,128,11,704.54,128,12,50.,128,13,33.,128,18,0.0,128,28,0.70,128,29,226.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:25:00,1,27.2,128,2,0.44,128,3,0.019,128,4,1.4,128,5,5.8,128,6,7.2,128,7,1.1,128,8,24.10,128,9,27.13,128,10,69.05,128,11,704.49,128,12,50.,128,13,33.,128,18,0.0,128,28,0.43,128,29,253.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:30:00,1,27.3,128,2,0.44,128,3,0.018,128,4,4.2,128,5,5.0,128,6,9.2,128,7,1.4,128,8,24.29,128,9,27.15,128,10,68.59,128,11,704.40,128,12,51.,128,13,33.,128,18,0.0,128,28,0.82,128,29,257.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:35:00,1,27.5,128,2,0.40,128,3,0.018,128,4,2.7,128,5,5.5,128,6,8.2,128,7,1.6,128,8,24.57,128,9,27.03,128,10,68.50,128,11,704.32,128,12,50.,128,13,33.,128,18,0.0,128,28,0.86,128,29,236.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:40:00,1,27.9,128,2,0.44,128,3,0.019,128,4,5.9,128,5,6.2,128,6,12.1,128,7,1.5,128,8,25.03,128,9,27.01,128,10,68.81,128,11,704.32,128,12,50.,128,13,33.,128,18,0.0,128,28,0.70,128,29,243.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:45:00,1,28.2,128,2,0.46,128,3,0.017,128,4,1.7,128,5,4.4,128,6,6.1,128,7,1.6,128,8,25.49,128,9,27.01,128,10,68.86,128,11,704.11,128,12,50.,128,13,33.,128,18,0.0,128,28,0.92,128,29,248.,128,33,,0,38,,0,41,,0
1H,1,2013/06/07 00:50:00,1,28.5,128,2,0.48,128,3,0.016,128,4,4.0,128,5,7.6,128,6,11.6,128,7,1.6,128,8,25.92,128,9,26.98,128,10,68.98,128,11,704.09,128,12,50.,128,13,33.,128,18,0.0,128,28,0.88,128,29,248.,128,33,,0,38,,0,41,,0
